S.no,Transacton_type,Total_Transactions_count,Total_Amount,Quarter,Year,State
2398,Financial Services,260,65022.49897,1,2018,mizoram
2399,Others,685,709912.7728,1,2018,mizoram
2400,Recharge & bill payments,13550,3107406.502,2,2018,mizoram
2401,Peer-to-peer payments,11427,77040044.25,2,2018,mizoram
2402,Merchant payments,1310,2368711.976,2,2018,mizoram
2403,Financial Services,167,60939.77305,2,2018,mizoram
2404,Others,597,931303.0543,2,2018,mizoram
2405,Peer-to-peer payments,18564,108783543.9,3,2018,mizoram
2406,Recharge & bill payments,17610,4050433.596,3,2018,mizoram
2407,Merchant payments,2310,2952533.8,3,2018,mizoram
2408,Financial Services,240,43891.23943,3,2018,mizoram
2409,Others,592,770335.5795,3,2018,mizoram
2410,Peer-to-peer payments,26212,177049162.1,4,2018,mizoram
2411,Recharge & bill payments,24533,5523702.976,4,2018,mizoram
2412,Merchant payments,3699,6911586.608,4,2018,mizoram
2413,Financial Services,145,35654.18338,4,2018,mizoram
2414,Others,653,906746.631,4,2018,mizoram
2415,Peer-to-peer payments,35126,204183867.4,1,2019,mizoram
2416,Recharge & bill payments,30327,6760113.704,1,2019,mizoram
2417,Merchant payments,3984,6470456.032,1,2019,mizoram
2418,Financial Services,133,33512.39607,1,2019,mizoram
2419,Others,736,712945.8536,1,2019,mizoram
2420,Peer-to-peer payments,37364,233471780,2,2019,mizoram
2421,Recharge & bill payments,31903,7823562.398,2,2019,mizoram
2422,Merchant payments,5646,5889316.861,2,2019,mizoram
2423,Financial Services,80,14455.38099,2,2019,mizoram
2424,Others,678,817593.4915,2,2019,mizoram
2425,Recharge & bill payments,49073,12966806.7,3,2019,mizoram
2426,Peer-to-peer payments,42645,257538220.2,3,2019,mizoram
2427,Merchant payments,5560,7397529.021,3,2019,mizoram
2428,Financial Services,94,72985.31151,3,2019,mizoram
2429,Others,722,818358.6945,3,2019,mizoram
2430,Recharge & bill payments,60511,16857122.31,4,2019,mizoram
2431,Peer-to-peer payments,57109,341664291.5,4,2019,mizoram
2432,Merchant payments,6939,9451111.139,4,2019,mizoram
2433,Financial Services,100,20966.33331,4,2019,mizoram
2434,Others,580,695859.3608,4,2019,mizoram
2435,Recharge & bill payments,85067,24356294.59,1,2020,mizoram
2436,Peer-to-peer payments,57916,356260523.2,1,2020,mizoram
2437,Merchant payments,9961,10404414.59,1,2020,mizoram
2438,Financial Services,119,283854.3188,1,2020,mizoram
2439,Others,546,772492.6204,1,2020,mizoram
2440,Recharge & bill payments,127592,37504550.78,2,2020,mizoram
2441,Peer-to-peer payments,60021,404110075.1,2,2020,mizoram
2442,Merchant payments,10056,14627463.66,2,2020,mizoram
2443,Financial Services,244,434960.2799,2,2020,mizoram
2444,Others,549,516383.6344,2,2020,mizoram
2445,Recharge & bill payments,132664,40941077.03,3,2020,mizoram
2446,Peer-to-peer payments,99644,634560147.4,3,2020,mizoram
2447,Merchant payments,20934,30693648.24,3,2020,mizoram
2448,Financial Services,535,824864.5131,3,2020,mizoram
2449,Others,926,924438.3715,3,2020,mizoram
2450,Peer-to-peer payments,141038,887252744.1,4,2020,mizoram
2451,Recharge & bill payments,140297,45386403.17,4,2020,mizoram
2452,Merchant payments,39676,52094800.57,4,2020,mizoram
2453,Financial Services,607,855201.5881,4,2020,mizoram
2454,Others,989,932966.3003,4,2020,mizoram
2455,Peer-to-peer payments,156386,982955112.2,1,2021,mizoram
2456,Recharge & bill payments,128055,45558278.22,1,2021,mizoram
2457,Merchant payments,43511,70289687.95,1,2021,mizoram
2458,Financial Services,648,1330632.979,1,2021,mizoram
2459,Others,975,971875.6084,1,2021,mizoram
2460,Peer-to-peer payments,173064,995581952.9,2,2021,mizoram
2461,Recharge & bill payments,161763,56059844.24,2,2021,mizoram
2462,Merchant payments,57877,69528721.4,2,2021,mizoram
2463,Financial Services,611,710657.5066,2,2021,mizoram
2464,Others,1025,993297.2509,2,2021,mizoram
2465,Peer-to-peer payments,224873,1290523196,3,2021,mizoram
2466,Recharge & bill payments,177281,67493206.62,3,2021,mizoram
2467,Merchant payments,74553,113697005.9,3,2021,mizoram
2468,Financial Services,522,806905.9729,3,2021,mizoram
2469,Others,1300,1228335.458,3,2021,mizoram
2470,Peer-to-peer payments,272209,1545255603,4,2021,mizoram
2471,Recharge & bill payments,179405,67548806.85,4,2021,mizoram
2472,Merchant payments,99265,154183940.7,4,2021,mizoram
2473,Financial Services,695,2202285.708,4,2021,mizoram
2474,Others,1755,1475104.828,4,2021,mizoram
2475,Peer-to-peer payments,302740,1691281090,1,2022,mizoram
2476,Recharge & bill payments,190137,76541062.34,1,2022,mizoram
2477,Merchant payments,109669,174157725.4,1,2022,mizoram
2478,Financial Services,731,1657575.283,1,2022,mizoram
2479,Others,1640,1521510.587,1,2022,mizoram
2480,Peer-to-peer payments,332102,1739114390,2,2022,mizoram
2481,Recharge & bill payments,172281,70775723.35,2,2022,mizoram
2482,Merchant payments,137279,191484723.8,2,2022,mizoram
2483,Financial Services,656,801633.2115,2,2022,mizoram
2484,Others,1659,1010096.481,2,2022,mizoram
2485,Peer-to-peer payments,349715,1665955695,3,2022,mizoram
2486,Recharge & bill payments,156874,68463689.8,3,2022,mizoram
2487,Merchant payments,150320,209934220.3,3,2022,mizoram
2488,Financial Services,802,880187.5513,3,2022,mizoram
2489,Others,1327,1031819.444,3,2022,mizoram
2490,Peer-to-peer payments,378295,1750113148,4,2022,mizoram
2491,Merchant payments,164389,222455759.2,4,2022,mizoram
2492,Recharge & bill payments,148573,63477925.04,4,2022,mizoram
2493,Financial Services,932,949850.1989,4,2022,mizoram
2494,Others,1585,914402.5369,4,2022,mizoram
2495,Recharge & bill payments,28198,5361675.55,1,2018,nagaland
2496,Peer-to-peer payments,11631,69830122.02,1,2018,nagaland
2497,Merchant payments,822,1170667.415,1,2018,nagaland
2498,Financial Services,399,299016.7346,1,2018,nagaland
2499,Others,1795,1344409.366,1,2018,nagaland
2500,Recharge & bill payments,41959,9139467.704,2,2018,nagaland
2501,Peer-to-peer payments,20099,140193107.7,2,2018,nagaland
2502,Merchant payments,1529,2293935.491,2,2018,nagaland
2503,Financial Services,379,153458.5232,2,2018,nagaland
2504,Others,1633,1545608.465,2,2018,nagaland
2505,Recharge & bill payments,54885,12664922.72,3,2018,nagaland
2506,Peer-to-peer payments,33930,223964723.2,3,2018,nagaland
2507,Merchant payments,3518,3631042.278,3,2018,nagaland
2508,Financial Services,460,125171.6185,3,2018,nagaland
2509,Others,1578,1406883.165,3,2018,nagaland
2510,Recharge & bill payments,72881,16615511.42,4,2018,nagaland
2511,Peer-to-peer payments,53723,358926253.4,4,2018,nagaland
2512,Merchant payments,10350,10500634.79,4,2018,nagaland
2513,Financial Services,587,216127.4085,4,2018,nagaland
2514,Others,1792,1754940.491,4,2018,nagaland
2515,Recharge & bill payments,87596,20020458.08,1,2019,nagaland
2516,Peer-to-peer payments,71642,411855878.2,1,2019,nagaland
2517,Merchant payments,7306,8187940.322,1,2019,nagaland
2518,Financial Services,430,101072.8977,1,2019,nagaland
2519,Others,1605,1776362.866,1,2019,nagaland
2520,Recharge & bill payments,92492,21350211.08,2,2019,nagaland
2521,Peer-to-peer payments,81065,487705354.5,2,2019,nagaland
2522,Merchant payments,12949,8990954.08,2,2019,nagaland
2523,Financial Services,286,129758.0026,2,2019,nagaland
2524,Others,1961,1890404.533,2,2019,nagaland
2525,Recharge & bill payments,145812,33293527.93,3,2019,nagaland
2526,Peer-to-peer payments,100736,601803135.5,3,2019,nagaland
2527,Merchant payments,13031,13381591.2,3,2019,nagaland
2528,Financial Services,210,229319.8492,3,2019,nagaland
2529,Others,2089,2248897.262,3,2019,nagaland
2530,Recharge & bill payments,172761,39720745.6,4,2019,nagaland
2531,Peer-to-peer payments,128674,777298578.6,4,2019,nagaland
2532,Merchant payments,13578,15460907.23,4,2019,nagaland
2533,Financial Services,499,283291.7741,4,2019,nagaland
2534,Others,1658,1773615.135,4,2019,nagaland
2535,Recharge & bill payments,221741,53662023.32,1,2020,nagaland
2536,Peer-to-peer payments,135966,821508819.6,1,2020,nagaland
2537,Merchant payments,18249,17663339.37,1,2020,nagaland
2538,Financial Services,528,215066.7835,1,2020,nagaland
2539,Others,1567,1730779.671,1,2020,nagaland
2540,Recharge & bill payments,328269,85264116.12,2,2020,nagaland
2541,Peer-to-peer payments,166866,1025000210,2,2020,nagaland
2542,Merchant payments,20004,25214703.91,2,2020,nagaland
2543,Financial Services,860,989239.9672,2,2020,nagaland
2544,Others,1567,1206234.395,2,2020,nagaland
2545,Recharge & bill payments,347494,91214897.19,3,2020,nagaland
2546,Peer-to-peer payments,330638,1851638120,3,2020,nagaland
2547,Merchant payments,51912,62568884.13,3,2020,nagaland
2548,Financial Services,2544,2136903.024,3,2020,nagaland
2549,Others,3731,2090339.271,3,2020,nagaland
2550,Peer-to-peer payments,417393,2563827858,4,2020,nagaland
2551,Recharge & bill payments,335297,91929581.88,4,2020,nagaland
2552,Merchant payments,90496,113115660.2,4,2020,nagaland
2553,Financial Services,1068,1017278.31,4,2020,nagaland
2554,Others,3571,3194492.153,4,2020,nagaland
2555,Peer-to-peer payments,477346,2841021698,1,2021,nagaland
2556,Recharge & bill payments,376473,110095189.6,1,2021,nagaland
2557,Merchant payments,116846,151202427.1,1,2021,nagaland
2558,Financial Services,1511,1929643.694,1,2021,nagaland
2559,Others,3721,3201525.695,1,2021,nagaland
2560,Peer-to-peer payments,526966,2847731458,2,2021,nagaland
2561,Recharge & bill payments,453979,126962524.7,2,2021,nagaland
2562,Merchant payments,144413,176831583.1,2,2021,nagaland
2563,Financial Services,1624,1785915.637,2,2021,nagaland
2564,Others,3809,2982482.691,2,2021,nagaland
2565,Peer-to-peer payments,667633,3536780177,3,2021,nagaland
2566,Recharge & bill payments,474693,141172028.2,3,2021,nagaland
2567,Merchant payments,208387,304493279.8,3,2021,nagaland
2568,Financial Services,1437,1634878.889,3,2021,nagaland
2569,Others,4642,3336484.283,3,2021,nagaland
2570,Peer-to-peer payments,819452,4335295238,4,2021,nagaland
2571,Recharge & bill payments,492411,154359432.1,4,2021,nagaland
2572,Merchant payments,311673,442578210.1,4,2021,nagaland
2573,Financial Services,1790,2263055.522,4,2021,nagaland
2574,Others,6157,4587848.469,4,2021,nagaland
2575,Peer-to-peer payments,963378,4798355632,1,2022,nagaland
2576,Recharge & bill payments,529038,175942440.6,1,2022,nagaland
2577,Merchant payments,425336,563650239.9,1,2022,nagaland
2578,Financial Services,2022,2503998.825,1,2022,nagaland
2579,Others,6178,4499397.928,1,2022,nagaland
2580,Peer-to-peer payments,1032542,4933041257,2,2022,nagaland
2581,Merchant payments,513456,640665988.2,2,2022,nagaland
2582,Recharge & bill payments,479322,162238616.4,2,2022,nagaland
2583,Financial Services,1547,1519503.219,2,2022,nagaland
2584,Others,4462,2819984.002,2,2022,nagaland
2585,Peer-to-peer payments,990896,4568905306,3,2022,nagaland
2586,Merchant payments,467257,642368278.6,3,2022,nagaland
2587,Recharge & bill payments,430854,148324294.7,3,2022,nagaland
2588,Financial Services,1479,2345498.603,3,2022,nagaland
2589,Others,3627,2457117.276,3,2022,nagaland
2590,Peer-to-peer payments,1314122,5888068477,4,2022,nagaland
2591,Merchant payments,647805,906834415.5,4,2022,nagaland
2592,Recharge & bill payments,508230,170028535.8,4,2022,nagaland
2593,Financial Services,2104,1909585.07,4,2022,nagaland
2594,Others,3944,3125371.206,4,2022,nagaland
2595,Recharge & bill payments,2874109,331254466.2,1,2018,odisha
2596,Peer-to-peer payments,2305610,4033548999,1,2018,odisha
2597,Financial Services,323352,58099674.95,1,2018,odisha
2598,Merchant payments,129659,112301341.7,1,2018,odisha
2599,Others,177091,92427728.93,1,2018,odisha
2600,Peer-to-peer payments,3989202,7621288196,2,2018,odisha
2601,Recharge & bill payments,3307545,482823290.4,2,2018,odisha
2602,Financial Services,472304,67829259.92,2,2018,odisha
2603,Merchant payments,257628,213530873.4,2,2018,odisha
2604,Others,131465,102838720.4,2,2018,odisha
2605,Peer-to-peer payments,24472139,22029087499,3,2018,odisha
2606,Recharge & bill payments,3886392,605721781.5,3,2018,odisha
2607,Financial Services,836547,97292154.49,3,2018,odisha
2608,Merchant payments,729995,275532813.4,3,2018,odisha
2609,Others,127082,86881527.58,3,2018,odisha
2610,Peer-to-peer payments,12285028,21804268078,4,2018,odisha
2611,Recharge & bill payments,5142124,773017649.6,4,2018,odisha
2612,Merchant payments,3061813,682181415.9,4,2018,odisha
2613,Financial Services,495495,55534399.31,4,2018,odisha
2614,Others,158338,114868029.2,4,2018,odisha
2615,Peer-to-peer payments,24117274,33342321631,1,2019,odisha
2616,Recharge & bill payments,6713747,1120730273,1,2019,odisha
2617,Merchant payments,2690762,821493664.6,1,2019,odisha
2618,Financial Services,375910,34542738.89,1,2019,odisha
2619,Others,134249,108039623.3,1,2019,odisha
2620,Peer-to-peer payments,16455353,41423292022,2,2019,odisha
2621,Recharge & bill payments,7845252,1506620073,2,2019,odisha
2622,Merchant payments,4827067,1664621261,2,2019,odisha
2623,Financial Services,202705,20424212.31,2,2019,odisha
2624,Others,181647,139897303.5,2,2019,odisha
2625,Peer-to-peer payments,18490877,51447586885,3,2019,odisha
2626,Merchant payments,13984738,3895753253,3,2019,odisha
2627,Recharge & bill payments,8565917,1806123698,3,2019,odisha
2628,Financial Services,195034,31079934.76,3,2019,odisha
2629,Others,185706,124033587.2,3,2019,odisha
2630,Peer-to-peer payments,43284477,72966050937,4,2019,odisha
2631,Recharge & bill payments,10629461,2290841668,4,2019,odisha
2632,Merchant payments,10601703,4395710870,4,2019,odisha
2633,Financial Services,323887,38782542.05,4,2019,odisha
2634,Others,156105,77987614.25,4,2019,odisha
2635,Peer-to-peer payments,27110930,82863844732,1,2020,odisha
2636,Merchant payments,13269709,5738217250,1,2020,odisha
2637,Recharge & bill payments,13083524,3253609733,1,2020,odisha
2638,Financial Services,84037,27641460.91,1,2020,odisha
2639,Others,134107,73485022.97,1,2020,odisha
2640,Peer-to-peer payments,24520938,80990080778,2,2020,odisha
2641,Recharge & bill payments,17040333,4551061364,2,2020,odisha
2642,Merchant payments,8313965,6092753945,2,2020,odisha
2643,Financial Services,66787,50322080.34,2,2020,odisha
2644,Others,86553,48818444.57,2,2020,odisha
2645,Peer-to-peer payments,34182172,1.07E+11,3,2020,odisha
2646,Recharge & bill payments,17126851,5015719824,3,2020,odisha
2647,Merchant payments,14519265,10242496366,3,2020,odisha
2648,Financial Services,90736,84971747.76,3,2020,odisha
2649,Others,114805,56087156.19,3,2020,odisha
2650,Peer-to-peer payments,47588728,1.53E+11,4,2020,odisha
2651,Merchant payments,27124765,19347472703,4,2020,odisha
2652,Recharge & bill payments,17318073,5532179002,4,2020,odisha
2653,Financial Services,106189,104419909.7,4,2020,odisha
2654,Others,187195,109856053,4,2020,odisha
2655,Peer-to-peer payments,54417515,1.81E+11,1,2021,odisha
2656,Merchant payments,38180718,25201936762,1,2021,odisha
2657,Recharge & bill payments,18633830,6552605938,1,2021,odisha
2658,Financial Services,87263,95064023.95,1,2021,odisha
2659,Others,141032,97693172.73,1,2021,odisha
2660,Peer-to-peer payments,66929109,2.08E+11,2,2021,odisha
2661,Merchant payments,39402607,29208847675,2,2021,odisha
2662,Recharge & bill payments,25183699,8024323050,2,2021,odisha
2663,Financial Services,102474,102761987,2,2021,odisha
2664,Others,206448,122302396.2,2,2021,odisha
2665,Peer-to-peer payments,85728576,2.51E+11,3,2021,odisha
2666,Merchant payments,64268830,43316348173,3,2021,odisha
2667,Recharge & bill payments,26943670,9025674783,3,2021,odisha
2668,Financial Services,97213,112383446.9,3,2021,odisha
2669,Others,324385,175452005.4,3,2021,odisha
2670,Peer-to-peer payments,107560893,3.11E+11,4,2021,odisha
2671,Merchant payments,99512650,63383870318,4,2021,odisha
2672,Recharge & bill payments,26302130,10728834441,4,2021,odisha
2673,Financial Services,133004,147526652.5,4,2021,odisha
2674,Others,416689,286705478.5,4,2021,odisha
2675,Peer-to-peer payments,118999900,3.64E+11,1,2022,odisha
2676,Merchant payments,118108271,74302051598,1,2022,odisha
2677,Recharge & bill payments,26083549,12133153537,1,2022,odisha
2678,Financial Services,102802,118946014.4,1,2022,odisha
2679,Others,338977,225699523.4,1,2022,odisha
2680,Merchant payments,148544714,90369380299,2,2022,odisha
2681,Peer-to-peer payments,134717859,4.06E+11,2,2022,odisha
2682,Recharge & bill payments,29843263,13602640171,2,2022,odisha
2683,Financial Services,88649,95050158.47,2,2022,odisha
2684,Others,257113,174284263.8,2,2022,odisha
2685,Merchant payments,188143417,1.03E+11,3,2022,odisha
2686,Peer-to-peer payments,161912635,4.44E+11,3,2022,odisha
2687,Recharge & bill payments,36270166,16916650473,3,2022,odisha
2688,Financial Services,113961,114005499,3,2022,odisha
2689,Others,247147,185902663.4,3,2022,odisha
2690,Merchant payments,222167575,1.21E+11,4,2022,odisha
2691,Peer-to-peer payments,186438654,5.12E+11,4,2022,odisha
2692,Recharge & bill payments,36735289,18266150373,4,2022,odisha
2693,Financial Services,132033,149681749.3,4,2022,odisha
2694,Others,241192,205745557.9,4,2022,odisha
2695,Recharge & bill payments,53125,9704752.649,1,2018,puducherry
2696,Peer-to-peer payments,40303,147834476.2,1,2018,puducherry
2697,Merchant payments,4163,4427034.032,1,2018,puducherry
2698,Financial Services,2086,565799.4553,1,2018,puducherry
2699,Others,4535,3293909.071,1,2018,puducherry
2700,Recharge & bill payments,59867,14607336.9,2,2018,puducherry
2701,Peer-to-peer payments,57751,261299695.2,2,2018,puducherry
